pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
9273965,3,0,1,1,0,1,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,2,2,3
4034991,3,0,1,1,0,4,4,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,2,2,2
9272914,3,0,1,6,0,8,18,0,0,1,12,12,9,9,12,12,9,9,6,0,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,3,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,85,1,0,0,0,5,1,1,1,2,3
4914331,3,0,4,1,0,1,16,1,1,2,2,2,2,2,1,1,1,1,1,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,3
4118745,3,0,1,1,0,1,5,0,0,2,2,2,2,2,0,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3
5460611,3,0,1,1,0,0,2,0,1,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,1,1,2,2,1
8418608,1,0,0,7,0,1,10,0,0,1,3,3,3,3,0,0,0,0,2,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,0,4,0,0,0,0,0,1,1,2,3
2150897,2,0,4,5,0,8,26,0,0,1,15,15,15,15,15,15,15,15,10,10,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,45,0,35,1,35,35,3,1,2,3
2168131,2,0,1,1,0,11,6,0,0,1,0,0,6,6,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,13,0,0,1,6,6,2,1,2,1
3908739,2,0,1,1,0,5,13,0,0,1,5,5,5,5,2,2,2,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,18,0,3,0,3,1,1,1,2,2
6183731,1,0,1,1,0,25,25,0,0,1,25,25,25,25,0,0,0,0,20,20,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,15,0,4,0,1,1,20,15,4,1,2,1
3664326,1,0,1,1,0,13,11,0,0,1,8,8,8,8,0,0,0,0,7,7,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,0,20,0,1,0,0,1,3,1,1,1
2788995,2,0,12,1,0,12,10,0,0,1,2,2,2,2,0,0,0,0,4,4,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,0,1,0,1,1,1,2,2
1912216,1,0,2,1,0,8,22,0,0,1,9,9,14,14,0,0,0,0,10,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,3,3,3,3,3,3,3,3,1,1,9,3,0,23,0,5,4,1,1,3,1,1,3
5467248,1,0,4,1,0,14,29,0,0,1,10,10,10,10,0,0,0,0,20,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,0,40,0,0,2,20,20,5,1,1,1
8788087,1,0,1,1,0,7,10,0,0,1,10,10,10,10,0,0,0,0,5,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,12,0,0,1,0,1,1,1,2,3
2270245,1,0,2,1,0,19,54,0,0,1,21,21,20,20,0,0,0,0,21,20,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,4,0,60,0,2,0,2,5,15,1,1,1
2687275,1,0,1,1,0,15,29,0,0,1,5,5,30,30,5,5,26,26,50,30,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,9,1,1,1,1,1,1,4,4,4,1,1,9,22,2,74,200,74,1,5,12,6,1,1,3
3426641,3,0,1,1,0,2,2,0,0,1,1,1,1,1,1,1,0,0,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2
1560690,3,0,2,1,0,4,7,0,0,1,5,5,7,7,0,0,0,0,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,0,0,0,0,1,2,2,3
5349025,3,0,1,2,0,3,2,3,4,1,2,2,2,2,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,2
8809149,3,0,1,1,0,3,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3
5693893,3,0,1,1,0,4,7,2,0,1,4,4,7,4,0,0,0,0,8,0,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,1,1,0,21,0,0,0,1,1,1,2,2,3
1533644,1,0,4,1,0,17,23,0,0,1,6,6,10,10,6,6,10,10,4,0,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,0,2,0,3,3,1,1,1
5120593,2,0,9,1,0,6,9,0,0,1,1,1,4,3,0,0,0,0,3,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,9,2,1,2,3,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,1,0,1,1,2,3
6115666,1,0,1,1,0,20,46,0,0,1,18,18,18,18,4,4,4,4,16,16,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,9,2,1,1,1,1,1,1,4,4,4,4,4,1,1,9,20,0,150,100,100,1,30,30,1,1,2,2
6080544,3,0,4,1,0,3,9,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,5,0,0,0,0,1,1,1,2,3
6599297,1,0,1,1,0,7,15,0,0,1,10,10,10,10,2,2,2,2,8,8,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,1,3,0,0,0,0,1,1,1,2,3
4155943,2,0,2,1,0,6,16,0,0,1,9,9,9,9,1,1,1,1,3,3,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,7,0,0,1,0,1,1,1,2,1
7562951,1,0,1,1,0,7,15,0,0,1,4,4,4,4,4,4,4,4,4,4,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,2,1,0,2,1,1,1,2,1,1,1
5333775,1,0,3,1,0,10,25,0,0,1,12,12,21,21,0,0,0,0,10,0,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,9,1,2,9,3,0,0,0,0,0,0,0,0,0,1,9,1,1,25,0,1,1,6,1,2,1,2,3
3204264,1,0,1,1,0,8,3,0,0,1,15,15,15,15,0,0,0,0,10,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,15,0,4,0,0,1,0,3,1,1,2,3
9809520,2,0,1,1,0,7,15,0,0,1,2,2,2,2,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,8,0,8,1,0,0,2,1,2,1
4352305,2,0,1,1,0,10,27,0,0,1,8,8,12,12,0,0,0,0,8,12,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,40,44,0,32,0,34,4,3,1,2,3
9367204,1,0,1,1,0,11,73,0,0,1,29,29,54,54,4,4,4,4,47,50,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,9,1,1,2,1,1,1,1,1,2,4,4,4,1,1,9,1,0,96,0,0,0,45,45,17,1,2,1
5292501,1,0,2,1,0,26,17,0,0,1,15,15,18,18,1,1,1,1,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,6,0,21,0,5,1,5,2,4,1,2,1
7475898,2,0,3,1,0,7,15,0,0,1,5,5,5,5,2,2,2,2,10,10,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,2,0,0,1,0,2,1,1,1,1
5460669,2,0,1,1,0,2,8,0,0,1,4,4,4,4,0,0,0,0,4,0,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,5,0,0,0,0,1,0,1,2,3
1428400,1,0,4,1,0,10,10,0,0,1,8,8,8,8,5,5,5,5,5,5,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,0,0,3,1,1,1
2276796,1,0,2,1,0,13,15,0,0,1,8,8,8,8,0,0,0,0,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,8,0,26,0,4,1,4,1,2,1,2,3
2343654,1,0,3,1,0,26,54,0,0,1,19,19,37,37,0,0,0,0,87,0,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,15,0,130,0,0,1,5,5,10,1,2,1
8797080,3,0,1,1,0,0,2,0,0,2,1,1,2,2,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
5473436,1,0,1,1,0,9,7,0,0,1,10,5,5,5,0,0,0,0,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,12,0,2,2,1,2,2,1,1,1
1980407,1,0,2,1,0,14,11,0,0,1,10,10,10,10,5,2,6,6,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,0,0,0,2,4,1,1,2
3571536,2,0,4,1,0,4,4,0,0,1,1,1,1,1,0,0,0,0,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,1,0,0,1,1,2,3
9412459,1,0,1,1,0,10,54,0,0,1,90,90,48,48,1,1,1,1,57,0,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,0,0,0,1,1,9,5,1,74,0,30,1,48,1,6,1,2,1
2220689,1,0,4,5,0,5,15,0,0,1,2,2,3,3,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,7,0,0,0,3,0,2,1,1,1
5150256,3,0,2,8,0,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
4073978,3,0,2,1,0,1,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,1
6978069,3,0,4,1,0,0,4,0,0,2,2,2,2,2,0,0,0,0,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,2,3
1855227,1,0,1,1,0,11,11,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,9,2,2,9,3,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,2,3
8355286,1,0,4,3,0,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1
8705364,3,0,1,1,0,1,0,2,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
6677464,3,0,2,1,0,2,8,0,0,1,3,3,4,4,0,0,1,1,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,1,4,0,2,2,3
1201412,1,0,4,1,0,16,16,0,0,1,1,1,1,1,0,0,0,0,15,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,20,0,15,0,2,1,1,2,5,1,2,2
6155599,1,0,1,1,0,26,24,0,0,1,12,12,12,12,0,0,0,0,12,12,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,30,0,30,2,25,25,5,1,1,1
9624883,2,0,1,1,0,4,24,0,0,1,4,4,16,16,0,0,0,0,20,0,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,4,18,0,4,1,3,1,1,1,1,3
1319721,1,0,4,1,0,3,14,0,0,1,4,4,8,8,0,0,0,0,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,1,0,1,1,1,2,3
4060458,1,0,2,1,0,16,16,0,0,1,6,6,6,6,0,0,0,0,4,4,1,2,1,1,2,2,1,2,1,1,2,2,1,3,1,1,1,1,1,1,1,9,1,2,9,1,2,2,3,2,4,2,4,3,1,1,9,2,1,12,0,3,1,2,3,3,1,1,3
7614182,2,0,10,1,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,1,1,1,1,1,2,1,1,1,2,9,0,0,0,0,0,0,0,0,0,2,2,2
7944452,3,0,14,1,0,4,12,2,0,1,7,7,7,7,0,0,0,0,7,7,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,15,0,0,0,2,1,1,2,2,3
7954045,3,0,1,5,0,0,4,0,2,2,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,1,2,2,1
9486716,2,0,4,1,0,5,5,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,1,4,1,1,1,0,0,1,1,1,3
1598863,1,0,10,1,0,0,10,0,0,2,5,5,5,5,5,5,5,5,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,1
3160863,1,0,2,1,0,5,16,0,0,1,4,4,4,4,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,1,1,1,3
6895696,3,0,5,1,0,10,15,0,0,1,1,1,1,1,0,0,0,0,8,5,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,9,1,2,9,1,4,4,4,4,4,4,4,4,4,2,2,0,0,2,0,0,0,14,1,1,1,2,3
8751353,1,0,4,1,0,50,4,0,0,1,40,40,45,45,0,0,0,0,60,65,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,1,1,1,1,4,4,4,1,1,1,9,1,0,80,0,2,1,48,1,3,1,1,3
4862822,2,0,1,5,0,4,5,0,0,2,1,1,1,1,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,1
9509150,1,0,8,1,0,3,8,0,0,1,6,6,6,6,0,0,0,0,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,1
3625167,1,0,3,3,0,10,6,0,0,1,7,7,11,11,0,0,0,0,16,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,2,1,1,1,2,2,2,4,2,1,4,4,2,2,9,0,0,25,200,0,1,3,6,2,1,2,3
5323121,1,0,4,1,0,15,8,0,0,1,4,4,4,4,0,0,0,0,3,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,9,1,1,2,0,4,0,0,0,0,0,1,2,1,0,10,0,0,0,0,0,0,1,1,1
5973566,1,0,2,1,0,10,48,0,0,1,8,8,25,25,1,1,0,0,20,0,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,35,0,5,1,0,2,2,1,2,1
2316601,2,0,2,1,0,2,10,0,0,1,3,3,3,3,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,0,1,0,0,0,0,0,1,1,1,3
9786103,3,0,4,3,0,0,4,0,0,2,2,2,2,2,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,2,2,3
7812753,1,0,4,1,0,14,25,0,0,1,3,3,13,13,1,1,1,1,13,0,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,1,11,20,0,14,1,1,1,5,1,2,1
6388924,1,0,1,1,0,4,8,0,0,1,2,2,2,2,1,1,1,1,2,0,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,0,3,1,2,1,2,1,2,3
8817736,1,0,1,1,0,10,12,0,0,1,6,6,6,6,5,5,5,5,5,0,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,2,3,0,4,3,12,12,2,1,2,3
1587377,3,0,6,1,0,2,4,0,0,2,3,3,3,3,0,0,0,0,4,4,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,10,0,0,0,3,2,1,1,2,3
4282459,3,0,2,1,0,14,11,0,0,1,5,5,5,5,3,3,3,3,5,5,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0,0,2,0,2,2,3
7497901,3,0,1,1,0,0,2,0,0,2,2,2,2,2,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
8470948,2,0,1,1,0,5,10,0,0,1,1,1,2,2,0,0,1,1,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,2,3
4362851,3,0,2,1,0,1,2,0,1,2,2,2,2,2,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1,2,2,3
2415130,1,0,1,1,0,7,5,0,0,1,0,0,10,10,0,0,0,0,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,20,0,2,2,0,3,4,1,2,3
1219729,2,0,16,1,0,13,16,0,0,1,6,6,6,6,6,6,6,6,10,20,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,5,11,0,0,1,0,0,1,1,1,3
5926212,2,0,1,7,0,6,8,0,0,1,5,5,5,5,5,5,5,5,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,21,0,3,0,1,1,0,0,1,1,2,3
9627677,6,0,1,6,0,3,5,0,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,1,1,1,1,2,1
4569933,2,0,1,1,0,6,11,0,0,1,3,3,3,3,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,2,0,0,0,0,0,0,0,0,0,1,2,0,0,8,0,0,1,0,0,1,1,2,3
7353720,1,0,3,1,0,37,32,0,0,1,15,15,17,15,1,1,3,3,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,9,1,4,2,4,2,2,2,4,4,2,1,9,5,0,10,0,0,1,0,2,5,1,2,1
1563727,6,0,1,5,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,2,2,3
6198498,3,0,2,1,0,3,4,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,2,2,1
1994428,2,0,1,1,0,10,11,0,0,1,5,5,5,5,0,0,0,0,10,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,5,5,5,0,5,0,5,5,5,1,2,3
8101986,2,0,1,1,0,10,10,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,5,0,0,0,0,1,1,1,2,1
6865994,1,0,1,1,0,12,12,0,0,1,10,10,18,18,6,6,6,6,30,24,1,1,1,1,2,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,9,2,2,9,1,2,2,2,2,2,4,4,4,1,1,9,2,0,50,500,0,2,6,6,5,1,1,3
1728233,1,0,1,1,0,9,21,0,0,1,15,15,15,15,1,1,1,1,12,12,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,4,2,9,15,0,45,0,35,0,3,3,4,1,2,3
