pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
4805070,2,0,2,1,0,10,45,0,0,1,12,12,25,25,10,10,5,5,40,25,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,10,0,70,0,0,3,1,1,4,1,2,1
5851997,1,0,1,1,0,10,8,0,0,1,6,6,6,6,0,0,0,0,6,6,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,2,2,9,1,1,1,1,1,1,4,4,4,1,1,2,1,0,15,0,0,0,0,2,2,1,2,3
6858615,1,0,3,1,0,48,20,0,0,1,8,8,8,8,0,0,0,0,6,6,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,2,9,1,1,1,1,1,1,4,4,4,1,1,9,12,0,25,0,3,1,0,4,4,1,2,2
7966253,3,0,1,4,0,1,4,2,0,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3
1587977,1,0,2,1,0,43,43,0,0,1,18,18,30,30,0,0,0,0,28,33,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,2,1,1,1,1,1,1,1,4,4,4,4,1,1,9,2,0,50,2,0,0,0,1,4,1,2,3
4145743,1,0,1,1,0,15,13,0,0,1,10,10,10,10,2,2,2,2,16,16,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,15,0,5,1,3,5,3,1,2,1
6524877,1,0,1,1,0,7,12,0,0,1,2,2,4,4,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,2,10,50,5,1,6,1,1,1,2,3
4808002,1,0,1,1,0,10,36,0,0,1,10,10,10,10,1,1,1,1,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,5,3,10,0,0,2,2,2,2,1,2,3
9430375,1,0,2,1,0,9,17,0,0,1,8,8,8,8,0,0,0,0,5,5,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,0,26,0,0,2,2,2,2,1,2,1
7160355,1,0,1,1,0,9,13,0,0,1,5,5,5,5,5,5,5,5,5,0,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,10,0,8,0,1,1,2,3
3464443,2,0,1,5,0,10,10,0,0,1,4,1,4,1,4,2,4,2,20,20,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,0,15,1,10,1,1,1,2,1,2,3
8574261,3,0,2,5,0,1,1,1,0,2,2,2,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
9707198,1,0,2,1,0,10,35,0,0,1,16,16,16,16,16,16,16,16,5,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,2,14,0,0,2,15,2,2,1,1,1
6919277,2,0,1,5,0,11,11,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,1,2,0,0,0,1,2,3,1,1,3
1244203,1,0,1,1,0,8,3,0,0,1,5,5,5,5,0,0,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,1,40,0,20,1,3,2,2,1,2,3
7794687,2,0,2,1,0,14,14,0,0,1,10,10,10,10,2,2,2,2,10,10,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,4,0,0,1,1,2,1,1,2,3
7026945,1,0,1,1,0,5,6,0,0,1,13,13,10,10,0,0,0,0,10,10,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,1,1,1,30,0,1,1,1,1,4,1,2,3
3993279,2,0,2,1,0,3,10,0,0,1,5,5,8,8,0,0,0,0,3,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,4,0,0,1,0,1,1,1,2,1
8041794,1,0,1,1,0,15,12,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,50,0,0,0,0,0,4,1,2,3
4249483,1,0,1,1,0,8,5,0,0,1,5,5,5,5,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,5,4,0,0,0,0,1,2,1,2,3
1740539,3,0,1,1,0,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,1,1,2,2,1
9929048,3,0,1,1,0,4,7,0,0,2,4,4,3,3,0,0,0,0,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,6,1,4,0,0,0,0,0,0,2,1,3
2367781,3,0,4,1,0,3,3,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,1,1,2,3
7647222,2,0,1,1,0,7,12,0,0,1,4,4,4,4,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,0,12,0,0,2,3,3,3,1,1,3
8558046,2,0,2,1,0,12,12,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,5,0,0,0,0,0,0,1,1,2
6576555,1,0,4,1,0,9,60,0,0,1,3,3,3,3,0,0,0,0,6,11,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,10,0,0,1,6,1,1,3
4155357,1,0,2,1,0,6,21,0,0,1,8,8,8,8,0,0,0,0,8,8,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,35,0,0,1,0,1,5,1,2,3
3872860,1,0,4,1,0,12,12,0,0,1,5,5,5,5,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,15,0,0,5,0,1,3,1,2,3
1674946,2,0,1,4,0,8,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,1,0,0,0,3,0,1,2,1,2,3
5674214,2,0,1,1,0,10,10,0,0,1,5,5,5,5,0,0,0,0,5,5,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,2,2
6417156,2,0,4,1,0,10,10,0,0,1,12,12,6,6,0,0,0,0,12,0,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,20,0,0,1,8,2,2,1,1,2
4725604,2,0,1,1,0,9,17,0,0,1,10,10,10,10,1,1,1,1,4,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,40,0,40,3,0,1,3,1,2,1
9092043,3,0,3,2,0,1,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,2,3
1956551,3,0,1,1,0,1,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1,1,2,3
8164644,3,0,3,1,0,1,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
4728888,3,0,3,1,0,0,4,0,0,2,2,2,2,2,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
7184476,3,0,14,8,0,7,14,0,0,1,3,2,3,2,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,14,7,0,0,0,0,1,2,2,2,3
4202250,2,0,1,1,0,9,16,0,0,1,0,0,12,12,0,0,0,0,0,12,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,2,9,1,1,1,1,1,3,3,3,3,1,1,9,3,0,75,0,65,2,12,12,4,1,1,3
9861972,2,0,1,1,0,10,40,0,0,1,1,1,1,1,0,0,0,0,40,40,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,1,50,0,1,0,10,8,6,1,2,3
6148515,1,0,1,1,0,11,11,0,0,1,4,4,8,8,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,11,0,0,0,0,1,2,2,2,3
2517126,1,0,12,1,0,8,12,2,0,1,3,3,2,2,0,0,0,0,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,1,1,1,1,3
4503005,2,0,1,1,0,8,24,0,0,1,10,10,10,10,0,0,0,0,10,10,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,0,1,0,1,2,1,1,1
1245304,2,0,2,1,0,13,13,0,0,1,4,4,5,5,0,0,0,0,4,5,1,2,2,2,2,2,1,2,2,2,2,2,1,3,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,15,500,3,1,3,3,2,1,2,3
9732636,1,0,1,1,0,17,9,0,0,1,2,2,2,2,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,13,0,0,0,0,1,1,1,2,3
4835922,1,0,1,1,0,10,10,0,0,1,10,10,10,10,2,2,2,2,10,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,11,0,1,0,0,0,0,1,1,1
4965573,1,0,4,1,0,8,24,0,0,1,7,7,7,7,2,2,2,2,7,7,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,4,4,1,1,9,1,1,25,0,2,1,3,2,4,1,1,3
1765741,3,0,1,1,0,1,5,0,0,2,1,1,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,2,2,3
2282747,3,0,6,1,0,0,6,0,0,2,3,3,2,2,0,0,0,0,3,0,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,2,2,3
9743432,1,0,2,1,0,15,17,0,0,1,4,4,4,4,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,1,35,0,0,1,5,2,2,1,2,1
5816889,3,0,1,1,0,4,6,0,0,1,5,5,5,5,0,0,0,0,5,5,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,1,0,1,2,0,2,2,3
6520386,3,0,8,1,0,2,8,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,8,0,6,0,1,1,1,2,2,3
5337618,3,0,1,1,0,0,4,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
8874178,2,0,3,1,0,6,7,0,0,1,3,3,5,5,1,1,1,1,5,5,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,1,0,10,0,0,1,0,1,1,1,1,3
2924181,1,0,1,6,0,7,8,0,0,1,3,3,3,3,0,0,0,0,5,5,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,1,10,0,0,0,1,1,2,1,2,3
8099623,1,0,4,1,0,25,58,0,0,1,30,30,46,46,4,4,4,4,47,0,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,3,1,1,1,9,5,1,122,0,58,3,50,50,6,1,1,1
1009388,1,0,3,1,0,7,32,0,0,1,10,10,14,14,5,5,3,3,18,18,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,4,0,30,0,20,3,26,26,6,1,2,3
8159320,1,0,4,1,0,3,7,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,3
2368699,2,0,2,1,0,10,37,0,0,1,6,6,5,5,0,0,0,0,6,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,2,9,3,1,1,1,1,1,1,1,1,1,1,9,1,0,27,50,27,1,10,20,1,1,1,3
1842892,1,0,3,1,0,12,35,0,0,1,5,5,5,5,0,0,0,0,10,10,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,0,0,5,0,2,0,2,2,4,1,2,1
1541867,1,0,1,1,0,10,30,0,0,1,9,9,9,9,0,0,0,0,12,9,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,9,1,2,9,1,1,1,1,2,3,2,4,4,1,1,9,1,4,25,450,17,2,2,4,4,1,2,3
7069962,2,0,4,1,0,25,26,0,0,1,1,1,15,15,0,0,0,0,30,30,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,4,1,6,0,8,1,0,2,2,1,1,1
1876205,2,0,1,1,0,10,90,0,0,1,10,10,10,10,0,0,0,0,20,20,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,20,0,20,0,0,1,2,2,2,1,1,1
9042662,2,0,9,1,0,9,9,0,0,1,5,5,4,4,0,0,0,0,4,4,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,5,125,0,0,1,0,2,1,2,3
7308648,3,0,0,6,0,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
7450025,3,0,1,1,0,1,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
9366102,3,0,8,1,0,2,8,1,1,1,2,2,2,2,0,0,0,0,1,0,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3
3161665,3,0,2,1,0,1,2,0,0,2,1,1,1,1,0,0,0,0,1,0,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
4307988,3,0,3,5,0,2,8,0,0,1,3,3,3,3,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,12,1,10,0,1,0,1,0,0,2,2,3
1705704,3,0,9,2,0,3,9,0,3,1,1,1,1,1,0,0,0,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,3
5150282,1,0,1,1,0,4,4,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,3
3552476,2,0,1,1,0,1,10,0,0,1,3,3,3,3,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,0,4,0,0,1,0,0,1,1,2,1
2444254,1,0,4,1,0,12,10,2,0,1,0,0,7,7,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,1,1,2,3
5357764,1,0,2,1,0,10,16,0,0,1,4,4,4,4,1,1,0,0,3,3,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,9,3,2,3,2,4,4,4,4,4,4,2,9,4,2,10,0,10,1,10,10,4,1,1,3
5782901,1,0,2,1,0,8,13,0,0,1,10,10,8,8,2,2,2,2,14,6,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,22,0,0,2,0,0,3,1,2,3
5374236,1,0,4,1,0,3,13,0,0,1,3,3,3,3,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,3,0,0,0,0,1,1,1,2,3
8996165,1,0,1,1,0,18,10,0,0,1,5,5,5,5,1,1,1,1,0,0,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,9,2,1,2,1,1,1,2,2,4,4,4,4,3,2,9,2,0,24,0,0,0,0,1,3,1,2,2
5762272,2,0,1,1,0,5,5,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,1,1,1,2,3
2629181,1,0,1,1,0,8,10,0,0,1,6,6,6,6,1,1,1,1,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,2,9,1,1,1,1,1,4,4,4,4,1,2,9,1,0,15,0,0,0,0,1,1,1,2,1
2637390,1,0,1,1,0,8,8,0,0,1,5,5,5,5,1,1,1,1,5,5,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,3,1,1,1,2,1,1,1,2,1,4,4,4,4,4,4,4,4,1,1,9,3,1,25,200,25,2,0,2,7,1,2,3
3757831,3,0,3,1,0,0,3,0,0,2,1,1,2,2,0,0,0,0,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3
4673504,1,0,1,1,0,21,21,0,0,1,10,10,8,8,0,0,0,0,20,20,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,9,2,1,1,1,1,1,1,4,4,4,4,4,1,1,9,2,0,3,450,5,1,2,1,5,1,2,2
4881814,1,0,2,1,0,9,24,0,0,1,6,6,6,6,6,6,6,6,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,17,0,1,0,1,1,2,1,2,3
7361680,1,0,1,1,0,12,14,0,0,1,10,10,10,10,5,5,5,5,5,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,1,0,12,0,1,1,0,2,2,1,2,3
2277174,1,0,1,1,0,5,25,0,0,1,8,8,8,8,0,0,0,0,3,3,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,10,0,0,0,0,1,2,1,2,3
1257273,2,0,4,1,0,15,18,0,0,1,6,6,6,6,0,0,0,0,23,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,40,0,0,1,16,1,1,1,1,1
2541485,1,0,1,1,0,2,10,0,0,1,5,5,5,5,2,2,2,2,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,15,0,0,0,0,1,1,1,2,3
1133074,2,0,1,1,0,5,10,0,0,1,4,4,8,8,2,2,2,2,4,4,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,1,4,0,4,1,0,0,1,1,1,1
9279042,1,0,29,1,0,10,29,0,0,1,10,10,10,10,1,1,1,1,12,12,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,4,50,0,5,2,20,20,5,1,2,1
5218415,1,0,1,1,0,9,20,0,0,1,7,7,7,7,0,0,0,0,4,0,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,4,0,18,0,3,4,3,3,3,1,2,3
9916880,1,0,2,1,0,57,40,0,0,1,35,35,63,63,3,3,1,1,69,0,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,1,4,4,4,4,4,4,1,9,5,0,100,0,0,1,44,5,15,1,1,1
3633647,1,0,1,1,0,6,15,0,0,1,4,4,5,5,0,0,0,0,4,5,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,1,10,0,2,1,1,1,1,1,2,3
1942024,1,0,1,1,0,10,23,0,0,1,10,10,15,15,0,0,0,0,20,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,52,1,5,0,19,1,19,19,2,1,1,3
9278469,1,0,1,1,0,20,20,0,0,1,11,11,11,11,10,10,10,10,15,15,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,1,4,4,4,4,1,1,9,3,1,50,0,1,0,1,22,3,1,1,3
9705835,1,0,2,1,0,25,25,0,0,1,7,7,3,3,0,0,3,3,4,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,1,3,0,25,2,2,2,2,1,1,3
