pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn,Cluster,Deficit_Tier
7392753,3,9,7,1,6,2,6,0,0,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,1,1,0,1,2,2,2,Well Equipped
8759280,3,2,1,1,5,0,2,0,0,2,1,0,1,1,0,0,0,0,2,4,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,0,1,2,2,2,Well Equipped
4662737,3,6,2,7,7,1,7,0,0,1,2,2,2,2,0,0,0,0,3,7,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,6,2,0,2,0,1,1,1,1,2,2,2,Well Equipped
4253320,3,1,1,1,5,2,2,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,1,0,0,2,2,2,2,Well Equipped
9284917,1,1,1,1,14,3,14,0,0,1,4,4,4,4,1,1,1,1,11,11,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,4,0,1,0,1,1,1,1,2,3,2,Well Equipped
2595294,3,4,3,1,5,4,5,0,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,0,1,1,1,2,2,2,Well Equipped
3297547,3,14,7,1,34,5,34,0,0,1,2,2,4,4,2,2,2,2,12,12,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,3,1,1,0,0,20,587,0,1,2,1,1,1,1,2,1,Moderate Deficit
6254040,1,4,4,1,44,7,47,0,0,1,23,23,21,21,8,8,8,8,65,60,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,4,4,4,1,1,1,9,2,13,50,1500,5,1,0,0,0,1,1,2,1,Moderate Deficit
5803695,2,7,7,1,8,2,8,0,0,1,3,3,3,3,0,0,0,0,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,7,4,0,0,1,2,2,1,1,2,2,0,Server Deficit
1489643,3,3,3,1,7,1,7,0,0,1,3,3,2,2,0,0,0,0,9,6,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,2,2,2,2,Well Equipped
2233530,2,1,1,1,0,5,16,0,0,1,10,10,10,10,1,1,1,1,9,0,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,0,16,30,0,0,0,8,2,3,1,2,3,0,Server Deficit
2260972,1,1,1,1,0,10,47,0,0,1,16,16,24,24,2,2,2,2,36,24,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,61,53,155,0,0,0,44,47,9,1,2,1,1,Moderate Deficit
4282645,3,4,2,1,3,2,3,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,0,1,2,3,2,Well Equipped
9258522,3,1,1,1,5,0,2,0,0,2,0,0,1,1,0,0,0,0,0,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,2,2,2,0,Server Deficit
5223820,3,14,13,1,10,4,10,0,0,1,5,5,5,5,0,0,1,1,10,10,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,6,10,0,12,1,1,3,2,1,2,2,2,Well Equipped
2498763,3,2,1,2,6,1,3,3,0,2,2,1,2,1,0,0,0,0,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,10,0,10,1,1,1,1,1,2,2,2,Well Equipped
9930322,2,6,5,1,5,0,5,0,0,2,0,0,1,1,0,0,0,0,0,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,2,0,0,0,1,1,1,1,1,2,2,Well Equipped
6967308,3,2,2,3,5,0,2,0,1,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,5,2,0,1,0,1,1,1,1,2,2,2,Well Equipped
5440082,2,1,1,1,8,2,8,0,0,1,2,2,2,2,1,1,1,1,6,4,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,1,2,2,2,Well Equipped
2291263,3,8,8,1,10,1,12,0,0,1,5,5,5,5,5,0,0,0,20,22,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,9,0,0,0,0,2,1,0,1,2,2,0,Server Deficit
7262137,2,3,18,1,22,17,18,0,0,1,7,7,7,7,2,1,2,2,7,21,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,2,1300,2,0,0,0,0,1,1,2,2,Well Equipped
5731574,1,1,1,1,38,5,38,0,0,1,2,2,2,2,1,1,1,1,6,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,1,4,4,4,1,2,9,1,0,20,0,20,0,0,2,0,1,2,2,1,Moderate Deficit
4266732,2,8,8,2,5,4,5,0,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1,1,0,1,1,1,1,2,2,Well Equipped
1841999,3,1,1,1,5,0,1,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,0,0,1,0,1,0,0,1,2,2,2,Well Equipped
1766568,3,10,4,1,9,2,8,0,2,1,3,3,5,2,0,0,0,0,14,10,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,6,2,0,0,0,1,2,3,1,2,2,2,Well Equipped
1557017,1,1,1,1,7,7,7,0,0,1,1,1,7,7,1,1,1,1,2,14,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,1,0,0,1,0,1,2,2,2,Well Equipped
9652863,1,1,1,1,12,9,12,0,0,1,7,7,6,6,2,1,2,1,21,18,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,4,2,9,0,0,19,1340,2,0,0,2,0,1,1,2,1,Moderate Deficit
7065381,1,1,0,1,5,1,5,0,0,1,2,2,2,2,1,1,1,1,2,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
7606434,1,8,2,1,93,5,45,0,0,1,17,16,16,15,7,5,7,5,16,15,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,1,0,60,0,4,1,17,0,4,1,1,2,1,Moderate Deficit
9301127,3,4,1,1,5,0,2,0,0,2,2,2,2,2,0,0,0,0,6,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,1,1,0,1,2,2,2,Well Equipped
5078185,3,5,2,1,7,1,7,0,0,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,3,2,10,0,0,0,0,1,1,1,2,3,0,Server Deficit
4177602,2,3,3,7,5,4,5,0,0,1,0,0,1,1,0,0,0,0,0,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,0,0,0,0,1,1,0,2,2,2,0,Server Deficit
6564563,2,2,2,1,53,6,53,0,0,1,28,26,24,22,11,8,11,7,78,66,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,3,0,36,849,14,1,35,13,1,1,1,2,1,Moderate Deficit
9065446,3,5,5,1,5,2,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,3,0,0,0,2,1,2,1,1,2,2,Well Equipped
5250543,2,9,9,2,19,4,19,0,0,1,3,3,3,3,3,3,3,3,6,7,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,1,9,1,2,9,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,0,0,1,1,1,1,1,2,2,0,Server Deficit
6522699,3,8,3,7,8,1,6,0,0,2,4,4,4,4,2,2,0,0,12,18,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,4,10,0,0,0,1,0,3,1,2,2,2,Well Equipped
3840449,3,20,20,2,20,7,20,0,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,32,0,0,2,1,2,2,1,2,2,1,Moderate Deficit
6229075,3,4,4,2,8,5,8,0,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,0,0,12,1300,2,1,0,1,1,1,1,2,1,Moderate Deficit
4662357,3,7,3,7,8,2,6,2,0,2,2,2,2,2,0,0,1,1,10,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,7,0,0,0,1,1,3,1,1,2,2,2,Well Equipped
3858270,4,15,15,2,39,6,39,0,0,1,0,0,2,2,0,0,0,0,0,0,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,0,20,0,5,1,0,1,1,1,1,2,1,Moderate Deficit
7209071,2,1,1,1,11,2,11,0,0,1,2,2,2,2,1,1,1,1,3,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,1,0,0,1,0,1,1,2,2,Well Equipped
7987649,3,16,13,1,14,13,10,4,0,1,10,10,10,10,0,0,0,0,22,22,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,12,1,0,5,0,5,0,1,1,2,2,2,Well Equipped
4467661,3,9,4,1,8,1,8,0,0,2,2,2,2,2,0,0,0,0,15,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,3,13,0,10,1,0,3,2,1,2,2,0,Server Deficit
9750860,3,4,1,2,5,3,2,0,0,1,1,0,1,1,0,0,0,0,4,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,1,1,2,2,2,Well Equipped
6193111,3,3,5,3,7,1,5,0,0,1,4,3,4,3,1,1,1,1,5,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,10,0,10,1,0,1,1,1,2,2,2,Well Equipped
6118758,3,1,1,3,5,0,5,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,2,0,0,0,1,1,1,1,1,1,2,2,Well Equipped
9724349,1,2,1,1,5,1,5,0,0,1,1,1,1,1,2,2,2,2,1,3,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
1453316,3,4,2,2,5,0,2,2,0,2,0,0,5,5,1,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,4,2,0,0,0,0,1,1,1,2,2,2,Well Equipped
5826566,1,1,1,1,9,2,9,0,0,1,2,2,1,1,1,1,1,1,6,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,158,0,0,0,1,0,1,2,2,2,Well Equipped
9905560,1,1,1,7,11,7,11,0,0,1,2,2,1,1,1,1,1,1,2,3,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,2,0,0,2,0,0,0,0,0,1,1,1,2,1,Moderate Deficit
2569404,3,4,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,1,0,1,2,2,2,Well Equipped
2741914,1,0,3,1,0,11,19,0,0,1,10,10,32,32,2,2,2,2,32,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,1,9,2,0,40,0,9,2,2,3,3,1,2,3,0,Server Deficit
7953892,2,8,8,1,7,0,7,0,0,2,3,3,3,3,0,0,0,0,10,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,1,0,1,2,2,2,Well Equipped
1230209,1,2,2,1,63,9,63,0,0,1,34,31,32,29,14,12,14,12,62,58,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,2,4,4,2,9,5,0,75,1500,75,1,0,20,0,1,1,2,1,Moderate Deficit
4401636,1,2,2,1,29,8,29,0,0,1,22,20,18,17,9,7,10,9,20,34,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,4,4,1,2,9,0,0,20,0,0,1,0,1,0,1,1,2,1,Moderate Deficit
7331505,1,3,3,1,22,6,22,0,0,1,17,16,13,12,7,5,5,4,16,12,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,2,1,0,20,0,0,1,0,1,1,1,1,2,1,Moderate Deficit
7779909,3,1,1,3,5,4,5,0,0,2,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
8579864,3,1,0,2,5,3,4,1,0,1,2,1,2,1,0,0,0,0,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,0,0,0,1,1,2,2,Well Equipped
6404215,3,1,2,5,5,3,2,0,0,1,2,2,2,2,0,0,0,0,2,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,0,0,0,0,1,0,0,1,2,2,2,Well Equipped
5248000,3,3,3,1,8,8,8,0,0,1,3,3,2,2,0,0,0,0,8,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,3,0,0,0,1,1,1,1,1,2,2,Well Equipped
7986286,3,5,2,1,5,0,2,0,0,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,1,1,2,2,2,Well Equipped
3699900,3,7,3,7,7,3,5,0,0,1,2,2,2,2,1,1,1,1,20,20,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,6,2,3,0,0,0,0,2,3,1,2,2,2,Well Equipped
5173149,3,8,8,1,7,3,7,0,0,1,4,4,6,6,1,1,0,0,16,17,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,7,3,3,0,0,0,0,1,1,2,2,2,2,Well Equipped
9720225,2,2,2,1,29,7,29,0,0,1,8,8,7,7,3,2,2,1,24,21,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,9,0,0,32,915,19,2,0,6,0,1,1,2,1,Moderate Deficit
7534816,1,1,1,1,7,2,7,0,0,1,2,2,2,2,1,1,1,1,4,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,2,Well Equipped
3354353,3,5,1,1,5,1,5,0,0,2,1,1,1,1,0,0,0,0,4,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,2,2,3,2,Well Equipped
6530889,1,1,1,3,36,6,18,0,0,1,3,3,3,3,1,1,1,1,3,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,1,0,1,1,1,1,2,2,Well Equipped
1178579,1,1,1,1,5,0,2,0,0,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
6499157,4,1,0,7,5,2,2,3,0,2,1,1,1,1,1,1,1,1,3,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
3338643,2,2,2,1,20,8,20,0,0,1,7,7,6,6,2,1,2,1,21,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,1,4,4,4,1,1,9,1,0,40,1480,0,1,0,2,0,1,1,2,1,Moderate Deficit
4071631,1,1,1,1,36,6,36,0,0,1,5,5,3,3,1,1,1,1,15,9,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,10,0,50,1200,30,1,0,10,3,1,1,3,2,Well Equipped
6764391,1,1,1,1,26,45,45,0,0,1,16,15,13,12,6,5,7,4,15,12,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,1,4,4,4,1,2,9,2,2,45,1500,5,1,0,8,0,1,1,2,1,Moderate Deficit
8912274,1,2,2,1,60,19,59,0,0,1,35,35,64,64,3,3,3,3,84,0,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,2,1,1,1,1,1,4,4,4,4,1,1,9,5,5,140,0,140,1,59,59,7,1,1,1,1,Moderate Deficit
9682284,1,3,3,1,34,4,34,0,0,1,15,14,11,10,6,4,4,3,42,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,10,1500,0,0,0,1,0,1,1,2,2,Well Equipped
5687828,2,1,1,1,7,4,7,0,0,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,2,0,1,1,1,1,1,1,2,2,2,Well Equipped
9661411,3,1,1,1,7,1,7,0,0,2,3,3,4,4,1,1,1,1,9,12,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,5,0,0,0,0,0,0,1,2,2,2,Well Equipped
8738496,3,1,1,3,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
8071146,2,1,1,1,22,7,22,0,0,1,8,8,7,7,3,2,2,1,16,7,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,1,0,28,1500,14,1,0,1,0,1,1,2,1,Moderate Deficit
8480492,2,1,1,1,4,2,4,0,0,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,125,0,0,0,0,0,1,2,2,2,Well Equipped
8787300,1,1,1,1,18,2,18,0,0,1,0,0,9,9,0,0,1,1,0,9,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,3,150,0,0,0,1,0,1,2,2,2,Well Equipped
7934445,1,2,2,1,12,5,12,0,0,1,12,12,12,12,1,1,1,1,25,25,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,20,0,1,1,1,1,2,1,1,3,0,Server Deficit
5044251,2,4,4,5,12,7,12,0,0,2,2,2,3,3,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1,1,0,1,1,1,1,2,2,Well Equipped
5194326,1,3,3,1,39,5,39,0,0,1,23,21,22,20,9,6,10,8,63,40,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,0,0,35,1500,4,1,0,0,0,1,1,2,1,Moderate Deficit
4279647,2,7,7,1,48,9,48,0,0,1,46,42,0,0,19,16,0,0,96,0,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,9,1,0,58,0,2,1,0,3,0,1,1,2,1,Moderate Deficit
1892778,1,0,1,1,0,14,25,0,0,1,21,21,51,51,4,4,3,3,46,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,20,3,25,0,28,1,2,0,5,1,2,2,0,Server Deficit
6554726,1,0,9,1,0,10,30,0,0,1,8,8,10,10,1,1,1,1,25,10,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,6,0,19,0,0,0,32,25,5,1,2,3,0,Server Deficit
5506862,3,4,2,1,5,1,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,1,1,2,2,2,Well Equipped
5817431,3,3,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,2,0,0,1,2,2,2,Well Equipped
