pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn,Cluster,Deficit_Tier
5661603,3,5,1,1,5,1,2,0,2,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,1,1,2,2,2,Well Equipped
8403570,3,5,0,5,5,0,2,0,0,2,2,2,2,2,0,0,0,0,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2,2,Well Equipped
5438172,1,1,1,1,15,8,15,0,0,1,0,0,5,5,0,0,1,1,0,5,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,2,2,2,4,4,2,4,4,2,2,2,0,0,11,0,0,0,0,1,1,1,1,2,1,Moderate Deficit
4697535,3,9,2,1,9,1,8,0,2,2,5,5,5,5,0,0,0,0,39,20,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,1,6,0,0,0,0,1,1,1,2,2,2,Well Equipped
9425840,2,14,12,7,6,5,6,0,0,1,2,2,6,6,0,0,1,1,0,33,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,5,1,0,1,0,1,1,2,1,2,2,2,Well Equipped
9514894,2,4,4,1,5,0,5,0,0,2,1,1,1,1,0,0,0,0,10,5,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,0,0,0,0,1,1,0,2,2,2,2,Well Equipped
3173020,2,7,7,1,5,4,5,0,0,1,0,0,2,0,0,0,0,0,0,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,1,0,1,1,2,2,Well Equipped
8081464,3,10,3,1,10,1,7,0,0,2,2,2,4,4,2,2,4,4,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,7,5,1,0,0,0,1,2,1,1,2,2,2,Well Equipped
3657176,1,1,1,1,16,16,16,0,0,1,3,3,2,2,0,0,0,0,16,10,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,2,2,2,4,1,4,4,4,4,2,9,1,0,2,0,0,1,0,1,1,1,2,2,1,Moderate Deficit
6621713,3,4,3,1,4,0,4,0,0,2,1,1,2,2,0,0,0,0,3,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,1,0,1,2,2,2,Well Equipped
8119989,2,1,1,1,7,4,7,0,0,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,28,5,0,0,0,3,0,1,1,2,2,Well Equipped
6773104,3,9,3,1,6,0,6,0,0,2,1,1,1,1,1,1,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,3,1,0,1,0,1,0,0,1,2,2,2,Well Equipped
8739715,3,4,4,1,5,1,5,0,0,1,6,6,6,6,1,1,1,1,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,5,1,0,1,1,1,1,1,1,2,2,2,Well Equipped
2098707,3,4,4,1,4,2,4,0,0,1,0,0,1,1,0,0,0,0,0,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,1,1,1,2,2,2,Well Equipped
2218720,2,1,1,1,15,7,15,0,0,1,5,5,4,4,2,1,1,0,5,8,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,4,4,4,2,2,9,1,0,15,527,1,1,1,2,1,1,1,3,1,Moderate Deficit
8914014,3,5,5,1,7,10,7,0,0,1,2,2,2,2,0,0,1,1,3,3,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,10,1500,5,1,0,1,1,1,1,2,2,Well Equipped
3097374,2,9,9,1,8,2,9,0,0,1,2,2,4,4,0,0,0,0,15,15,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,5,0,0,0,1,1,1,1,2,2,2,Well Equipped
8150421,2,10,10,7,25,4,20,5,0,1,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,0,20,1000,10,1,0,1,1,1,1,2,1,Moderate Deficit
6723350,3,3,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,2,1,0,0,1,1,0,0,1,1,2,2,Well Equipped
1809148,1,2,2,1,29,16,42,0,0,1,20,20,20,20,1,1,1,1,40,40,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,2,0,36,0,26,1,30,30,4,1,1,1,1,Moderate Deficit
5364699,3,4,2,1,5,1,4,0,0,1,1,1,5,5,1,1,0,0,5,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,3,1,0,0,1,1,1,1,1,2,2,2,Well Equipped
4759035,3,6,1,1,4,2,1,1,0,2,0,0,1,1,1,1,0,0,6,6,1,2,2,1,2,2,1,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
3977202,3,3,1,1,5,2,5,0,0,2,1,1,1,1,0,0,0,0,0,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,4,5,0,0,0,1,1,2,1,2,2,2,Well Equipped
1108671,3,7,7,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,5,3,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,1,0,1,1,2,2,2,Well Equipped
1244736,3,6,1,1,5,1,2,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,2,0,0,1,0,1,0,0,1,2,1,2,Well Equipped
5866583,2,1,1,1,10,2,10,0,0,1,5,5,3,3,1,1,1,1,15,3,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,0,1,0,1,2,2,2,Well Equipped
5786904,3,8,1,2,5,0,2,2,1,2,1,1,0,0,0,0,0,0,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,3,0,0,0,0,1,1,1,1,2,2,0,Server Deficit
9878846,1,3,3,1,11,5,11,0,0,1,3,3,2,2,3,3,3,3,3,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,2,15,0,1,0,0,5,4,1,2,2,2,Well Equipped
2754074,1,2,2,1,27,4,27,0,0,1,0,0,51,46,0,0,2,2,0,46,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,3,0,19,0,0,1,0,1,0,1,1,2,1,Moderate Deficit
7788578,2,2,13,1,13,5,13,0,0,1,6,6,5,5,2,1,1,0,18,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,4,2,0,4,0,1,2,2,2,Well Equipped
7937095,2,1,1,1,5,0,5,0,0,2,2,1,2,1,0,0,0,0,2,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
6091316,3,6,1,7,8,2,2,3,0,1,1,1,2,2,0,0,0,0,15,4,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,10,0,0,1,0,0,2,1,2,2,2,Well Equipped
6384929,3,5,5,1,5,0,5,1,0,2,1,0,1,1,0,0,0,0,6,4,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,1,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
3498603,1,1,1,1,12,10,10,0,0,1,2,2,1,1,1,1,1,1,6,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,2,0,10,0,0,0,0,2,2,1,2,2,0,Server Deficit
4632045,6,5,1,7,5,1,2,0,0,2,1,1,1,1,0,0,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2,2,Well Equipped
8095498,2,3,3,1,25,8,34,0,0,1,15,15,37,37,2,2,2,2,45,0,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,3,2,97,1,32,1,8,35,6,1,1,3,1,Moderate Deficit
9827412,3,8,8,1,8,1,4,0,4,1,2,2,5,5,0,0,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,4,1,0,1,0,1,2,1,1,2,2,2,Well Equipped
2667513,3,7,1,1,7,1,1,0,1,2,2,2,2,2,0,0,1,1,0,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,2,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
1802034,3,4,1,1,5,0,0,2,0,2,2,1,0,0,0,0,0,0,0,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
1155528,2,1,1,3,5,1,5,0,0,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
6253418,2,2,0,8,5,3,5,0,0,1,2,1,2,1,0,0,0,0,3,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,1,0,1,0,0,1,2,2,2,Well Equipped
9689293,3,6,5,1,5,3,5,0,0,2,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,3,0,1,0,2,1,1,1,2,2,2,Well Equipped
3392385,3,6,5,1,5,0,6,0,0,2,2,2,3,3,2,2,0,0,6,6,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,1,9,1,3,1,0,1,1,1,0,1,1,2,2,0,Server Deficit
3079358,2,1,1,1,24,7,24,0,0,1,7,7,12,11,2,1,5,4,14,22,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,3,620,0,1,0,1,1,1,1,2,2,Well Equipped
7825952,3,2,2,1,5,2,0,0,5,2,2,2,2,2,0,0,0,0,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,1,0,0,0,1,1,2,2,2,Well Equipped
7133670,3,10,3,1,6,0,6,0,0,2,2,2,2,2,0,0,0,0,10,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,3,13,0,10,1,1,1,2,1,1,2,2,Well Equipped
8285501,3,4,2,1,5,2,2,0,0,2,2,2,2,2,0,0,0,0,62,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,2,0,0,0,0,1,0,0,2,2,2,2,Well Equipped
8318970,2,19,19,1,18,6,16,2,0,1,6,6,6,6,0,0,1,0,32,32,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,2,1,1,1,2,4,4,4,1,1,1,0,0,20,0,20,1,1,1,1,1,1,2,1,Moderate Deficit
2314490,3,7,5,1,7,1,7,0,0,1,1,1,3,3,1,1,0,0,4,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,3,0,0,0,0,0,1,1,1,2,3,0,Server Deficit
9048190,1,2,2,1,5,1,5,0,0,2,2,2,2,2,2,2,2,2,5,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,0,1,2,2,2,Well Equipped
9146377,3,11,6,2,17,8,3,0,6,1,2,2,0,0,0,0,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,10,1,1,2,4,1,1,2,2,Well Equipped
1912461,3,10,3,1,10,1,8,2,0,1,2,2,2,2,0,0,0,0,4,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,0,0,0,0,1,1,1,1,2,2,2,Well Equipped
9363478,3,6,1,5,5,1,0,2,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,2,1,0,1,2,2,2,Well Equipped
3893658,3,1,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,7,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
5100974,1,1,1,1,11,5,7,0,0,1,3,3,3,3,1,1,1,1,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,1,0,1,0,1,1,2,2,0,Server Deficit
6316073,1,0,1,6,0,6,8,0,0,1,5,5,5,5,2,2,2,2,10,0,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,7,0,2,0,0,0,0,3,3,1,2,2,0,Server Deficit
6273127,2,2,2,1,92,7,92,0,0,1,11,10,11,10,4,3,4,3,30,20,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,4,0,56,0,0,1,0,1,0,1,1,2,1,Moderate Deficit
8561542,2,1,1,1,17,6,17,0,0,1,14,13,10,9,5,4,3,2,13,18,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,3,1500,0,2,0,0,0,1,1,2,2,Well Equipped
5807492,3,12,12,1,15,5,10,6,0,1,6,6,4,4,0,0,1,1,3,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,0,0,20,0,0,1,1,3,3,1,1,2,1,Moderate Deficit
8251317,1,1,1,1,5,1,5,0,0,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
2149311,3,7,7,2,16,3,16,0,0,1,2,2,2,2,0,0,0,0,6,4,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,10,1,0,1,1,1,1,2,2,Well Equipped
4906249,3,2,2,7,14,0,2,0,0,2,0,0,0,0,0,0,0,0,0,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,0,1,2,2,2,Well Equipped
1113075,3,1,1,1,2,2,2,0,0,1,1,1,1,1,0,0,0,0,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
8825568,3,2,1,1,5,1,4,1,0,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,2,0,0,1,0,1,0,1,1,2,3,2,Well Equipped
3390495,2,1,1,1,9,2,9,0,0,1,2,2,2,2,1,1,1,1,6,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,9,0,7,1,0,7,0,1,1,2,2,Well Equipped
4813182,2,6,6,1,5,2,5,0,0,1,1,1,4,4,0,0,0,0,5,5,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,0,0,0,1,2,2,2,Well Equipped
9439955,3,5,3,2,6,2,2,0,3,1,2,0,2,2,0,0,1,1,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,12,0,10,1,1,2,1,1,2,2,2,Well Equipped
3207881,3,5,1,3,5,1,2,0,0,2,1,1,1,1,0,0,0,0,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,0,0,0,0,1,0,1,1,2,2,2,Well Equipped
5477138,2,2,2,1,8,2,8,0,0,1,2,2,2,2,2,2,2,2,6,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,0,1,2,2,2,Well Equipped
4778994,3,3,1,1,5,1,2,0,0,1,1,1,1,1,0,0,0,0,5,5,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,0,0,0,2,2,2,0,Server Deficit
6473825,1,1,1,1,9,2,9,0,0,1,3,3,3,3,1,1,1,1,9,9,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,1,0,1,2,2,2,Well Equipped
1288391,3,4,2,1,13,9,5,0,0,1,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,4,12,0,1,0,0,1,1,1,2,2,2,Well Equipped
6505101,3,6,1,1,5,1,3,0,0,1,1,1,1,1,0,0,0,0,8,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,0,1,2,2,2,Well Equipped
4564244,1,5,5,1,73,15,73,0,0,1,16,15,15,14,6,4,8,5,30,42,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,60,160,10,50,0,0,0,60,7,1,1,2,1,Moderate Deficit
4325355,3,13,5,5,14,2,12,0,0,1,4,4,5,5,0,0,0,0,4,14,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,5,10,0,10,1,1,2,1,1,2,2,2,Well Equipped
2412999,1,1,1,1,84,6,18,0,0,1,5,5,5,5,2,1,2,1,5,15,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,8,1500,0,1,0,0,0,1,1,3,2,Well Equipped
9565923,2,1,0,5,5,1,5,0,0,1,2,2,2,2,0,0,0,0,3,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,2,2,Well Equipped
8449722,1,1,1,1,25,6,25,0,0,1,15,15,14,14,6,6,5,5,15,19,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,20,100,20,2,0,4,1,1,1,2,2,Well Equipped
4312629,3,8,2,1,5,3,8,0,0,1,0,0,4,0,0,0,0,0,0,14,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,1,1,2,2,2,Well Equipped
3431427,3,8,7,1,11,2,4,3,0,1,2,2,2,2,0,0,0,0,6,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,10,0,0,1,0,1,1,1,2,2,2,Well Equipped
3708854,1,1,1,1,5,0,3,0,0,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,Well Equipped
3495826,2,5,5,1,5,1,5,0,0,2,2,2,1,1,0,0,0,0,8,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,1,0,1,2,2,2,Well Equipped
1101580,1,3,3,1,63,12,55,0,0,1,18,17,16,15,7,5,6,4,17,15,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,2,0,0,45,1500,2,0,0,1,0,1,1,2,1,Moderate Deficit
3476610,3,9,8,1,8,1,8,0,0,1,2,2,4,4,0,0,0,0,9,20,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,2,2,2,Well Equipped
7937782,3,19,19,1,64,13,56,8,0,1,0,0,2,2,0,0,38,38,0,0,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,0,11,110,0,110,10,17,3,5,1,2,2,1,Moderate Deficit
2589388,3,1,1,1,5,0,5,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,0,1,0,0,1,2,2,2,Well Equipped
7730808,3,4,1,1,5,0,4,0,0,2,1,1,2,2,0,0,0,0,4,9,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,0,2,2,2,2,Well Equipped
7722648,3,5,1,2,5,0,2,0,0,2,1,1,1,1,0,0,0,0,4,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,0,2,2,2,2,Well Equipped
