pseudocode,total_tch,male,female,transgender,gen_tch,sc_tch,st_tch,obc_tch,regular,contract,part_time,below_graduate,graduate,post_graduate_and_above,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,class_taught_upr_sec,class_taught_sec_hsec,class_taugt_pre_primary_only,class_taught_pr_and_pre_pri,teacher_involve_non_training_assignment,diploma_certificate,bachelor_of_ee,bed_equivalent,med_equivalent,other,none,diploma_special_edu,pursuing_rpc,diploma_ele_edu,early_childhood_tch,bed_nursery,trained_cwsn,Cluster,Deficit_Tier
1005379,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1006447,9,8,1,0,0,0,0,9,9,0,0,3,6,0,0,5,4,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,1,Moderate Deficit
1014724,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1016887,5,2,3,0,3,0,0,2,5,0,0,1,1,3,1,2,2,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,Server Deficit
1028126,2,1,1,0,1,0,1,0,2,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1035166,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Server Deficit
1038519,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1039133,26,15,11,0,10,5,4,7,23,3,0,1,12,13,23,10,4,0,1,3,3,5,0,0,2,2,0,14,0,3,1,1,0,5,0,0,2,2,Well Equipped
1039858,6,6,0,0,0,2,0,4,5,1,0,1,3,2,0,3,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,1,Moderate Deficit
1040605,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1040663,19,13,6,0,3,2,1,13,19,0,0,2,5,12,10,1,1,8,0,0,1,8,0,0,0,1,1,11,0,0,0,0,0,6,0,0,0,2,Well Equipped
1043190,7,5,2,0,0,1,0,6,7,0,0,1,2,4,0,3,4,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,1,Moderate Deficit
1047306,6,2,4,0,4,0,2,0,6,0,0,1,2,3,1,1,4,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1047716,6,2,4,0,1,0,2,3,6,0,0,0,2,4,1,2,3,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1060175,6,4,2,0,1,2,2,1,6,0,0,3,2,1,0,2,4,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1065663,2,2,0,0,1,1,0,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1068370,6,4,2,0,0,2,2,2,2,3,1,0,4,2,0,0,0,1,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1070027,2,2,0,0,0,1,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Server Deficit
1075462,13,12,1,0,2,1,2,8,13,0,0,1,5,7,1,2,0,4,0,0,3,4,0,0,0,1,0,10,0,2,0,0,0,0,0,0,1,2,Well Equipped
1078177,7,7,0,0,1,2,1,3,7,0,0,0,4,3,0,0,3,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
1079581,2,2,0,0,0,0,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
1086665,3,3,0,0,0,0,3,0,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
1098520,13,7,6,0,5,0,1,7,11,0,2,1,9,3,9,0,1,3,4,0,4,0,1,0,0,0,0,9,0,4,0,0,0,0,0,0,0,2,Well Equipped
1102850,15,10,5,0,4,4,3,4,15,0,0,2,2,11,10,3,0,3,1,1,5,2,0,0,0,2,0,13,0,0,0,0,0,0,0,0,1,2,Well Equipped
1110970,14,2,12,0,10,1,1,2,14,0,0,0,0,14,1,4,9,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1111701,7,6,1,0,0,0,2,5,7,0,0,0,0,7,1,0,4,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1116328,9,7,2,0,0,2,0,7,9,0,0,2,2,5,1,3,0,0,0,1,4,1,0,0,1,1,0,6,0,1,0,0,0,1,0,0,0,1,Moderate Deficit
1130954,13,8,5,0,4,2,2,5,13,0,0,0,8,5,3,0,0,2,5,2,0,4,0,0,0,0,1,9,0,0,0,1,0,2,0,0,4,2,Well Equipped
1140055,11,11,0,0,3,2,4,2,11,0,0,3,3,5,9,5,1,0,0,1,3,1,0,0,0,2,0,5,0,1,0,0,0,3,0,0,0,2,Well Equipped
1149569,2,2,0,0,0,1,0,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1149824,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
1151339,2,1,1,0,1,0,1,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1153262,13,12,1,0,3,1,2,7,13,0,0,3,6,4,10,4,3,0,4,0,1,1,0,0,0,0,2,9,0,1,0,0,0,1,0,0,0,2,Well Equipped
1154948,10,10,0,0,3,0,0,7,10,0,0,0,6,4,0,0,0,6,2,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1159128,2,1,1,0,0,0,1,1,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Server Deficit
1160618,15,9,6,0,2,1,0,12,15,0,0,0,7,8,2,0,4,4,3,0,4,0,0,0,0,0,1,8,0,2,1,0,0,3,0,0,0,2,Well Equipped
1161730,9,9,0,0,0,0,5,4,0,9,0,0,8,1,0,0,2,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1162653,14,12,2,0,1,2,6,5,14,0,0,1,2,11,1,1,2,1,2,3,3,2,0,0,0,1,0,11,0,1,1,0,0,0,0,0,1,2,Well Equipped
1166970,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Server Deficit
1168395,12,12,0,0,2,3,1,6,12,0,0,1,1,10,7,2,0,1,0,1,5,3,0,0,0,2,0,9,0,0,0,0,0,1,0,0,0,2,Well Equipped
1169157,4,2,2,0,4,0,0,0,0,4,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1175198,7,7,0,0,0,2,3,2,7,0,0,2,1,4,1,2,1,1,0,0,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,1,Moderate Deficit
1181283,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
1184427,5,4,1,0,1,0,2,2,5,0,0,0,4,1,1,1,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1190924,6,4,2,0,1,0,3,2,6,0,0,2,2,2,1,3,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
1196258,2,2,0,0,1,0,0,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
1199858,2,2,0,0,0,0,2,0,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
1201268,3,2,1,0,1,0,0,2,3,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,Server Deficit
1202006,5,3,2,0,4,0,1,0,5,0,0,1,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,Moderate Deficit
1207338,2,1,1,0,0,1,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
1211814,8,5,3,0,2,1,0,5,8,0,0,1,4,3,0,4,3,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,1,1,Moderate Deficit
1212352,2,1,1,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
1231227,12,7,5,0,5,1,1,5,12,0,0,3,5,4,0,1,0,4,1,0,6,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,1,Moderate Deficit
1239465,6,5,1,0,0,1,0,5,6,0,0,0,4,2,0,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,Moderate Deficit
1240633,2,2,0,0,0,1,0,1,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
1241095,4,2,2,0,0,0,0,4,0,4,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Server Deficit
1241390,16,13,3,0,4,2,2,8,15,1,0,0,4,12,0,0,0,0,2,10,0,4,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,2,Well Equipped
1245851,4,2,2,0,0,0,0,4,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,Server Deficit
1247857,2,2,0,0,0,0,2,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
1248661,7,6,1,0,1,0,4,2,6,1,0,2,3,2,1,2,4,1,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
1250291,5,2,3,0,4,0,0,1,5,0,0,0,2,3,0,0,0,2,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,Server Deficit
1257846,6,5,1,0,1,2,1,2,6,0,0,0,2,4,0,1,5,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1259014,15,8,7,0,6,0,2,7,15,0,0,0,6,9,3,2,1,3,1,2,3,3,0,0,0,2,0,10,1,2,0,0,0,0,0,0,0,2,Well Equipped
1263044,2,1,1,0,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,Server Deficit
1267469,7,7,0,0,2,1,2,2,6,1,0,2,0,5,0,3,4,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,1,Moderate Deficit
1270576,6,3,3,0,3,0,0,3,6,0,0,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,Server Deficit
1272188,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1294916,13,12,1,0,2,1,5,5,13,0,0,2,3,8,3,2,2,1,3,2,1,2,0,0,2,0,0,10,0,1,0,0,0,2,0,0,0,2,Well Equipped
1299389,2,1,1,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1299538,5,0,5,0,1,0,2,2,5,0,0,1,1,3,0,1,4,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1306055,2,1,1,0,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Server Deficit
1315004,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1316000,5,2,3,0,1,2,0,2,5,0,0,1,2,2,0,2,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
1316453,25,17,8,0,4,4,2,15,9,16,0,7,6,12,5,11,1,2,6,0,5,0,0,0,0,0,0,9,0,1,14,0,0,1,0,0,0,2,Well Equipped
1319589,10,5,5,0,3,0,0,7,10,0,0,0,3,7,10,10,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
1320024,2,2,0,0,0,1,0,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1320509,7,6,1,0,2,1,1,3,7,0,0,1,2,4,1,1,4,2,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,Moderate Deficit
1322561,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
1332669,19,9,10,0,7,3,3,6,19,0,0,0,6,13,10,7,1,0,4,2,3,0,2,0,0,0,1,13,0,0,0,0,0,3,2,0,0,2,Well Equipped
1332947,6,5,1,0,2,0,1,3,6,0,0,1,4,1,0,3,0,3,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
1334801,17,10,7,0,6,0,8,3,17,0,0,1,3,13,0,3,3,0,1,5,1,4,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,2,Well Equipped
1334910,2,0,2,0,0,0,0,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Server Deficit
1335841,2,1,1,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Server Deficit
1339148,2,2,0,0,0,0,1,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,Server Deficit
1346811,2,1,1,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1348547,14,9,5,0,7,1,0,6,0,10,4,0,6,8,6,0,1,4,2,4,0,3,0,0,1,0,0,9,0,3,0,0,1,1,0,0,2,2,Well Equipped
1350644,2,2,0,0,0,1,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1355319,13,7,6,0,11,0,0,2,13,0,0,0,8,5,4,1,1,1,4,0,6,0,0,0,0,0,0,5,0,5,2,1,0,0,0,0,0,2,Well Equipped
1358411,2,1,1,0,0,0,0,2,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1359938,5,4,1,0,2,1,1,1,5,0,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1364912,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
1369385,12,12,0,0,1,4,3,4,12,0,0,1,4,7,6,3,1,1,3,0,0,4,0,0,0,1,1,9,0,1,0,0,0,0,0,0,1,2,Well Equipped
1373111,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
1375391,12,11,1,0,2,4,2,4,12,0,0,3,6,3,9,3,2,1,0,1,5,0,0,0,0,1,2,9,0,0,0,0,0,0,0,0,0,2,Well Equipped
1383175,7,5,2,0,2,1,0,4,7,0,0,0,4,3,0,2,3,2,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
1385081,28,22,6,0,7,8,1,12,26,0,2,0,7,21,23,1,0,2,6,8,0,11,0,0,8,0,0,26,1,1,0,0,0,0,0,0,6,2,Well Equipped
1387891,2,2,0,0,0,1,1,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1388586,2,2,0,0,1,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Server Deficit
1389332,3,2,1,0,0,0,0,3,3,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
1391031,3,3,0,0,1,1,0,1,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1396068,4,3,1,0,3,0,1,0,4,0,0,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Server Deficit
1400843,9,7,2,0,7,0,0,2,8,0,1,0,4,5,0,2,7,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
1411601,5,2,3,0,1,1,3,0,5,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,Moderate Deficit
1423177,2,2,0,0,0,0,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1427865,4,3,1,0,0,0,0,4,0,4,0,1,0,3,1,4,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Server Deficit
1438420,2,2,0,0,0,0,2,0,2,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,Server Deficit
1445062,2,0,2,0,2,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1448652,12,12,0,0,3,2,1,6,12,0,0,2,9,1,0,3,5,0,4,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1453582,11,10,1,0,1,1,3,6,11,0,0,0,4,7,4,1,1,2,1,0,3,3,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,2,Well Equipped
1465492,2,1,1,0,1,0,0,1,2,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
1467942,2,1,1,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
1467999,2,2,0,0,1,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1469580,7,1,6,0,3,0,0,4,1,6,0,0,1,6,2,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,Moderate Deficit
1472432,7,5,2,0,1,2,1,3,7,0,0,1,2,4,0,1,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1474387,16,13,3,0,2,2,7,5,16,0,0,0,6,10,0,0,1,0,2,2,6,5,0,0,0,0,0,14,1,0,0,0,0,1,0,0,0,2,Well Equipped
1475374,23,17,6,0,9,4,2,8,23,0,0,0,6,17,3,4,1,0,1,8,5,4,0,0,0,0,4,18,1,0,0,0,0,0,0,0,0,2,Well Equipped
1479190,10,6,4,0,8,0,0,2,10,0,0,0,4,6,8,1,1,2,2,0,4,0,0,0,0,0,3,2,0,2,1,1,0,1,0,0,1,1,Moderate Deficit
1480574,2,1,1,0,0,0,1,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Server Deficit
1485644,5,3,2,0,3,0,0,2,4,1,0,1,4,0,0,2,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,1,Moderate Deficit
1488308,2,1,1,0,0,2,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
1489435,6,3,3,0,2,0,1,3,6,0,0,0,2,4,1,2,3,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1489450,2,2,0,0,0,0,2,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,Server Deficit
1491056,2,1,1,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1491256,4,3,1,0,0,0,0,4,4,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Server Deficit
1496205,3,2,1,0,1,1,1,0,1,2,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Server Deficit
1496932,6,2,4,0,0,1,1,4,6,0,0,0,1,5,0,3,1,0,0,0,2,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,1,Moderate Deficit
1500029,9,9,0,0,2,1,2,4,9,0,0,2,2,5,0,5,3,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,2,0,0,0,1,Moderate Deficit
1503224,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1503370,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Server Deficit
1504392,10,8,2,0,4,1,1,4,10,0,0,1,2,7,1,2,0,1,3,1,2,1,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,1,Moderate Deficit
1504613,2,2,0,0,0,0,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Server Deficit
1517489,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1525032,2,1,1,0,1,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
1531384,5,4,1,0,3,1,0,1,5,0,0,0,2,3,0,1,1,1,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,Server Deficit
1534057,2,1,1,0,0,0,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
1534328,2,2,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1537568,2,1,1,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
1538530,2,1,1,0,0,1,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
1545385,2,2,0,0,0,1,1,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1546272,5,4,1,0,0,0,2,3,5,0,0,0,4,1,0,1,3,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1557371,6,5,1,0,0,1,3,2,6,0,0,2,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,Moderate Deficit
1565378,8,7,1,0,1,1,4,2,8,0,0,1,2,5,0,0,0,1,0,0,7,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1588791,7,7,0,0,0,0,3,4,7,0,0,2,2,3,4,2,2,0,0,0,2,1,0,0,4,0,1,4,0,0,1,0,0,1,0,0,0,1,Moderate Deficit
1590355,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
1591905,14,12,2,0,5,4,0,5,14,0,0,2,4,8,1,3,2,0,1,2,5,1,0,0,2,2,0,11,0,0,1,0,0,0,0,0,0,2,Well Equipped
1592632,19,6,13,0,2,2,3,12,0,18,1,0,2,17,5,7,0,6,3,0,3,0,0,0,6,0,1,17,0,0,1,0,0,0,0,0,4,2,Well Equipped
1593911,5,5,0,0,0,0,0,5,0,5,0,0,2,3,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,Moderate Deficit
1600171,2,1,1,0,0,0,2,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1610210,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1616772,2,1,1,0,0,0,1,1,2,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
1620951,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
1622692,6,5,1,0,1,0,1,4,6,0,0,1,0,5,2,2,4,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
1630015,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
1638768,5,5,0,0,3,0,1,1,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,Server Deficit
1641037,12,12,0,0,1,2,8,1,12,0,0,0,3,9,5,0,1,0,7,1,3,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,2,Well Equipped
1651960,10,9,1,0,2,0,3,5,10,0,0,3,3,4,2,4,5,1,0,0,0,0,0,0,0,1,0,6,0,1,1,1,0,0,0,0,1,1,Moderate Deficit
