pseudocode,total_tch,male,female,transgender,gen_tch,sc_tch,st_tch,obc_tch,regular,contract,part_time,below_graduate,graduate,post_graduate_and_above,trained_comp,class_taught_pr,class_taught_upr,class_taught_pr_upr,class_taught_sec_only,class_taught_hsec_only,class_taught_upr_sec,class_taught_sec_hsec,class_taugt_pre_primary_only,class_taught_pr_and_pre_pri,teacher_involve_non_training_assignment,diploma_certificate,bachelor_of_ee,bed_equivalent,med_equivalent,other,none,diploma_special_edu,pursuing_rpc,diploma_ele_edu,early_childhood_tch,bed_nursery,trained_cwsn,Cluster,Deficit_Tier
5544953,11,6,5,0,2,1,2,6,11,0,0,0,5,6,8,0,2,1,0,2,3,3,0,0,0,0,0,9,0,1,1,0,0,0,0,0,1,2,Well Equipped
5545144,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
5549194,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
5553229,7,5,2,0,4,0,1,2,7,0,0,0,5,2,1,3,3,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
5553464,8,8,0,0,2,1,3,2,8,0,0,1,4,3,8,2,0,0,2,0,2,2,0,0,2,0,4,3,0,1,0,0,0,0,0,0,4,1,Moderate Deficit
5556530,14,11,3,0,0,9,1,4,13,1,0,1,5,8,2,0,0,7,1,0,6,0,0,0,0,1,0,11,0,0,0,0,0,2,0,0,0,2,Well Equipped
5558908,5,2,3,0,2,2,0,1,5,0,0,1,0,4,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5559825,4,4,0,0,1,0,0,3,4,0,0,2,0,2,1,2,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
5561937,10,10,0,0,2,4,3,1,10,0,0,1,1,8,0,1,3,0,3,1,0,2,0,0,0,0,0,8,0,1,0,0,0,0,0,1,1,1,Moderate Deficit
5567523,7,6,1,0,1,1,0,5,7,0,0,1,3,3,1,4,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,1,0,0,1,1,Moderate Deficit
5576376,12,9,3,0,1,3,5,3,12,0,0,0,5,7,0,1,0,4,3,0,4,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,2,Well Equipped
5593320,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
5606951,16,11,5,0,5,2,2,7,16,0,0,2,3,11,13,2,3,0,7,2,0,2,0,0,1,2,0,11,1,1,1,0,0,0,0,0,0,2,Well Equipped
5610862,6,6,0,0,0,1,1,4,6,0,0,0,2,4,0,2,3,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,Moderate Deficit
5614888,18,15,3,0,4,4,1,9,0,18,0,2,7,9,1,2,5,2,3,3,1,2,0,0,5,0,0,17,0,0,1,0,0,0,0,0,0,2,Well Equipped
5622106,3,2,1,0,0,0,0,3,0,3,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Server Deficit
5623903,4,4,0,0,0,0,0,4,3,1,0,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,Server Deficit
5624600,7,4,3,0,1,1,1,4,7,0,0,0,1,6,0,2,4,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,1,Moderate Deficit
5625205,10,10,0,0,3,1,4,2,10,0,0,0,3,7,10,1,4,0,3,2,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,1,Moderate Deficit
5626091,9,8,1,0,2,1,3,3,9,0,0,1,4,4,0,3,5,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,1,Moderate Deficit
5637753,10,10,0,0,2,4,1,3,10,0,0,3,1,6,0,3,0,0,0,0,3,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5638184,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
5641354,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
5654008,3,0,3,0,1,1,0,1,3,0,0,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,Server Deficit
5654045,2,2,0,0,0,0,2,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Server Deficit
5656133,3,3,0,0,0,1,1,1,3,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
5666619,2,2,0,0,0,1,0,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Server Deficit
5670430,3,2,1,0,0,0,0,3,3,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
5670446,13,8,5,0,7,0,0,6,13,0,0,1,5,7,6,4,0,2,0,0,7,0,0,0,0,0,0,10,0,1,2,0,0,0,0,0,1,2,Well Equipped
5671060,5,4,1,0,1,1,1,2,5,0,0,0,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,Moderate Deficit
5671501,9,8,1,0,0,1,4,4,9,0,0,1,4,4,1,2,0,2,0,0,5,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5677235,16,5,11,0,5,4,0,7,13,3,0,0,4,12,4,5,1,0,0,0,3,7,0,0,0,1,0,10,1,0,1,0,0,3,0,0,0,2,Well Equipped
5685202,2,1,1,0,1,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
5698266,11,10,1,0,2,4,2,3,11,0,0,1,3,7,2,2,1,0,0,2,4,2,0,0,0,0,1,8,0,2,0,0,0,0,0,0,1,2,Well Equipped
5705105,6,3,3,0,0,1,0,5,6,0,0,2,4,0,1,2,4,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,Moderate Deficit
5708929,17,14,3,0,3,2,1,11,16,1,0,1,6,10,3,6,2,0,2,2,2,1,2,0,0,3,0,10,1,1,1,0,0,0,1,0,0,2,Well Equipped
5710237,5,4,1,0,1,0,0,4,5,0,0,1,2,2,0,3,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5716880,9,7,2,0,1,1,5,2,9,0,0,0,8,1,1,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5719206,2,2,0,0,0,0,0,2,2,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
5720800,7,6,1,0,1,1,5,0,7,0,0,1,1,5,2,1,2,0,2,0,1,1,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
5722797,17,11,6,0,5,3,3,6,17,0,0,0,6,11,5,3,1,1,3,3,3,3,0,0,0,3,0,11,1,1,1,0,0,0,0,0,0,2,Well Equipped
5725490,6,2,4,0,0,2,2,2,6,0,0,2,2,2,1,3,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5734266,11,8,3,0,5,4,0,2,11,0,0,0,4,7,0,0,2,6,1,0,0,2,0,0,0,0,0,10,0,1,0,0,0,0,0,0,2,1,Moderate Deficit
5749008,2,2,0,0,1,0,1,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
5749969,5,1,4,0,1,1,1,2,5,0,0,0,1,4,1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,Moderate Deficit
5749970,10,4,6,0,7,0,0,3,10,0,0,3,5,2,5,5,1,0,2,0,2,0,0,0,2,4,0,5,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
5750265,5,2,3,0,2,1,1,1,5,0,0,1,2,2,1,1,4,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5753151,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
5754933,10,5,5,0,3,0,0,7,10,0,0,3,1,6,3,3,0,3,0,0,4,0,0,0,0,3,0,6,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
5761400,21,14,7,0,6,4,4,7,21,0,0,2,7,12,18,4,2,0,4,7,1,3,0,0,0,1,0,18,1,1,0,0,0,0,0,0,0,2,Well Equipped
5773022,13,11,2,0,2,2,5,4,13,0,0,1,2,10,1,5,0,0,6,0,0,2,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,2,Well Equipped
5774647,9,7,2,0,0,3,2,4,9,0,0,2,3,4,5,4,1,2,1,0,1,0,0,0,0,2,2,4,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
5779960,2,2,0,0,0,0,1,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
5781886,15,13,2,0,4,2,0,9,15,0,0,0,10,5,2,1,1,0,4,4,1,4,0,0,0,0,0,12,0,0,1,1,0,1,0,0,0,2,Well Equipped
5804969,8,6,2,0,4,1,2,1,8,0,0,1,2,5,1,3,3,2,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0,1,1,Moderate Deficit
5806816,12,9,3,0,3,2,2,5,12,0,0,5,1,6,0,5,1,2,1,0,2,1,0,0,1,0,2,7,0,0,0,0,0,3,0,0,0,1,Moderate Deficit
5814616,4,4,0,0,0,1,1,2,4,0,0,1,1,2,2,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,Server Deficit
5822147,9,8,1,0,2,0,2,5,9,0,0,0,4,5,0,5,3,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,1,Moderate Deficit
5822633,13,12,1,0,0,1,2,10,13,0,0,3,2,8,6,5,2,0,1,0,4,1,0,0,0,2,0,7,1,3,0,0,0,0,0,0,1,2,Well Equipped
5823130,5,4,1,0,3,0,1,1,5,0,0,0,2,3,4,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
5826533,8,5,3,0,5,2,0,1,8,0,0,1,2,5,0,2,6,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,1,Moderate Deficit
5831243,5,5,0,0,0,1,1,3,5,0,0,1,2,2,2,3,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,Server Deficit
5832220,9,7,2,0,1,0,0,8,5,4,0,1,4,4,0,0,1,5,1,0,1,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
5833085,4,1,3,0,1,1,0,2,4,0,0,1,1,2,2,1,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Server Deficit
5833802,9,1,8,0,7,1,0,1,9,0,0,1,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,1,Moderate Deficit
5836226,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Server Deficit
5839280,2,2,0,0,0,1,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
5840128,8,8,0,0,2,2,1,3,5,3,0,2,2,4,3,3,1,3,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,1,1,Moderate Deficit
5850136,11,10,1,0,1,0,3,7,11,0,0,1,5,5,0,2,3,0,1,1,3,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
5860585,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
5866094,6,4,2,0,0,1,0,5,6,0,0,0,4,2,3,0,0,1,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5870684,10,10,0,0,1,0,2,7,0,10,0,0,7,3,0,1,0,1,8,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
5881890,5,4,1,0,1,0,3,1,5,0,0,1,3,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,Server Deficit
5883375,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
5886612,3,3,0,0,0,1,0,2,2,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,Server Deficit
5891856,10,4,6,0,2,1,0,7,10,0,0,0,4,6,4,0,2,8,0,0,0,0,0,0,4,0,0,8,0,0,2,0,0,0,0,0,1,1,Moderate Deficit
5893205,2,1,1,0,1,0,0,1,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
5895218,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
5897920,6,2,4,0,3,0,1,2,6,0,0,1,1,4,0,2,4,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5906492,4,3,1,0,0,0,1,3,4,0,0,0,1,3,3,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,Server Deficit
5907248,9,5,4,0,2,1,0,6,0,3,6,0,7,2,5,2,7,0,0,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,1,1,Moderate Deficit
5907262,9,1,8,0,4,1,1,3,8,1,0,3,4,2,4,5,3,1,0,0,0,0,0,0,3,4,0,3,0,1,0,0,0,1,0,0,1,1,Moderate Deficit
5907907,5,5,0,0,0,1,0,4,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,Server Deficit
5910412,9,7,2,0,0,1,3,5,9,0,0,1,1,7,3,2,4,3,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
5914431,3,3,0,0,0,0,2,1,3,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
5920496,2,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Server Deficit
5924891,2,2,0,0,2,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
5925733,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
5933299,8,8,0,0,0,1,2,5,8,0,0,1,3,4,0,3,1,0,2,0,2,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
5934782,12,6,6,0,3,0,2,7,11,1,0,2,6,4,1,3,8,1,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,1,0,1,Moderate Deficit
5939470,2,2,0,0,0,1,1,0,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
5941841,5,3,2,0,0,0,2,3,5,0,0,1,2,2,0,2,2,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,Server Deficit
5951064,7,6,1,0,1,1,1,4,7,0,0,2,2,3,2,4,2,0,0,0,0,1,0,0,0,1,1,3,0,1,0,0,0,1,0,0,1,1,Moderate Deficit
5958257,8,3,5,0,2,1,0,5,8,0,0,0,6,2,0,2,6,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,1,Moderate Deficit
5959065,6,5,1,0,2,2,0,2,6,0,0,0,2,4,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,Moderate Deficit
5959091,2,2,0,0,1,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
5959310,7,6,1,0,0,1,1,5,7,0,0,1,3,3,0,3,4,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,1,Moderate Deficit
5971441,5,4,1,0,0,3,0,2,5,0,0,2,1,2,0,2,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
5972807,16,7,9,0,11,3,0,2,7,9,0,1,10,5,8,2,1,2,2,0,6,0,1,2,5,0,0,9,0,5,2,0,0,0,0,0,0,2,Well Equipped
5976902,6,1,5,0,0,0,2,4,6,0,0,0,2,4,3,3,2,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
5980755,12,3,9,0,3,4,1,4,4,8,0,8,2,2,0,7,3,2,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,1,0,0,0,1,Moderate Deficit
5990677,2,2,0,0,0,0,2,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Server Deficit
5995224,12,12,0,0,1,3,0,8,5,6,1,0,4,8,4,0,4,0,1,1,2,4,0,0,2,0,0,10,0,1,1,0,0,0,0,0,0,2,Well Equipped
5997703,8,8,0,0,0,0,0,8,8,0,0,1,3,4,1,1,0,2,0,0,5,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,Moderate Deficit
5999200,8,5,3,0,0,1,2,5,8,0,0,1,4,3,5,3,4,1,0,0,0,0,0,0,7,0,0,6,0,1,0,0,0,1,0,0,0,1,Moderate Deficit
6010034,10,8,2,0,5,2,2,1,10,0,0,3,2,5,3,4,5,1,0,0,0,0,0,0,3,0,3,5,0,1,0,1,0,0,0,0,1,1,Moderate Deficit
6011488,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
6012551,10,5,5,0,1,0,4,5,10,0,0,1,5,4,0,4,3,3,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,2,0,0,0,1,Moderate Deficit
6023831,18,14,4,0,5,1,5,7,15,3,0,1,6,11,2,4,1,4,0,1,4,4,0,0,1,2,0,14,0,1,0,0,0,1,0,0,0,2,Well Equipped
6025788,3,3,0,0,0,0,3,0,3,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,Server Deficit
6027784,6,6,0,0,1,0,0,5,6,0,0,1,3,2,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,1,1,Moderate Deficit
6031236,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Server Deficit
6032067,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
6032664,10,4,6,0,0,0,0,10,2,8,0,0,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,3,1,Moderate Deficit
6034632,4,2,2,0,1,0,0,3,4,0,0,0,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Server Deficit
6035361,15,9,6,0,7,0,3,5,15,0,0,0,7,8,3,0,1,5,4,2,0,3,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,2,Well Equipped
6038761,2,1,1,0,0,0,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
6041611,2,2,0,0,0,0,2,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
6044023,17,13,4,0,3,6,4,4,17,0,0,3,5,9,4,5,2,1,3,2,2,2,0,0,1,3,0,12,0,1,0,0,0,1,0,0,0,2,Well Equipped
6044704,4,0,4,0,3,0,0,1,4,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,1,0,0,0,0,Server Deficit
6045041,6,5,1,0,0,1,2,3,6,0,0,0,3,3,0,1,2,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,Moderate Deficit
6045474,11,6,5,0,4,5,1,1,11,0,0,2,4,5,3,3,1,0,0,1,4,2,0,0,0,3,0,7,0,1,0,0,0,0,0,0,0,2,Well Equipped
6052595,7,5,2,0,1,1,2,3,7,0,0,0,1,6,4,1,2,0,2,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,Moderate Deficit
6054339,17,16,1,0,1,8,4,4,14,3,0,3,5,9,14,6,1,2,0,2,2,4,0,0,3,4,0,12,0,1,0,0,0,0,0,0,1,2,Well Equipped
6055693,7,2,5,0,6,0,0,1,7,0,0,0,1,6,0,1,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,1,Moderate Deficit
6057834,2,2,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
6068126,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
6074247,6,3,3,0,2,2,0,2,5,1,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,Moderate Deficit
6078900,2,0,2,0,1,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Server Deficit
6080321,2,2,0,0,1,1,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
6081943,2,2,0,0,0,0,0,2,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Server Deficit
6084515,5,2,3,0,4,0,0,1,5,0,0,0,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,Moderate Deficit
6087011,6,5,1,0,0,2,0,4,6,0,0,0,3,3,4,2,4,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,1,Moderate Deficit
6100968,13,10,3,0,4,4,2,3,13,0,0,1,4,8,12,2,0,1,0,0,5,5,0,0,0,0,2,10,0,1,0,0,0,0,0,0,0,2,Well Equipped
6105045,13,13,0,0,4,0,1,8,13,0,0,0,4,9,0,0,0,0,1,3,5,4,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,2,Well Equipped
6106502,2,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Server Deficit
6107825,2,1,1,0,1,0,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
6109515,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
6109854,9,7,2,0,0,1,1,7,0,9,0,0,7,2,0,0,0,3,3,0,3,0,0,0,3,0,0,6,0,0,2,0,0,1,0,0,0,1,Moderate Deficit
6113141,5,0,5,0,3,0,0,2,5,0,0,5,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Server Deficit
6113320,7,7,0,0,1,0,0,6,7,0,0,1,1,5,5,2,3,2,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,1,1,Moderate Deficit
6114966,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Server Deficit
6117141,2,2,0,0,1,0,0,1,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Server Deficit
6121951,2,2,0,0,0,0,2,0,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Server Deficit
6122504,8,3,5,0,3,0,0,5,8,0,0,0,3,5,8,4,0,2,0,0,2,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,1,1,Moderate Deficit
6123395,2,2,0,0,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
6126120,2,2,0,0,0,0,2,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Server Deficit
6126196,17,12,5,0,7,1,1,8,17,0,0,1,7,9,10,4,0,2,3,1,1,6,0,0,0,2,0,14,0,0,1,0,0,0,0,0,0,2,Well Equipped
6136075,11,8,3,0,7,0,2,2,1,10,0,0,10,1,0,3,7,0,0,0,0,0,0,1,0,1,5,4,0,1,0,0,0,0,0,0,0,1,Moderate Deficit
6137417,3,3,0,0,1,0,0,2,3,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
6139386,2,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Server Deficit
6145109,9,7,2,0,1,2,1,5,9,0,0,2,3,4,4,3,2,1,1,0,0,2,0,0,1,2,0,5,0,1,0,0,0,1,0,0,0,1,Moderate Deficit
6147290,8,2,6,0,1,1,2,4,8,0,0,0,3,5,3,2,3,3,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,1,Moderate Deficit
6149940,10,9,1,0,3,3,3,1,10,0,0,3,3,4,0,4,1,0,1,0,0,4,0,0,0,2,2,5,1,0,0,0,0,0,0,0,0,1,Moderate Deficit
6159635,2,2,0,0,0,0,2,0,2,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Server Deficit
